TIME,GEO,SIEC,PLANT_TEC,UNIT,Value
2013,Austria,Hydro,Net maximum electrical capacity,Megawatt,13383.40
2013,Austria,Wind,Net maximum electrical capacity,Megawatt,1674.54
2013,Austria,Solar,Net maximum electrical capacity,Megawatt,625.97
2013,Austria,Solid Biofuels,Net maximum electrical capacity,Megawatt,1017.35
2013,Poland,Hydro,Net maximum electrical capacity,Megawatt,2355.00
2013,Poland,Wind,Net maximum electrical capacity,Megawatt,3429.00
2013,Poland,Solar,Net maximum electrical capacity,Megawatt,2.39
2013,Poland,Solid Biofuels,Net maximum electrical capacity,Megawatt,582.00
2013,Portugal,Hydro,Net maximum electrical capacity,Megawatt,5661.00
2013,Portugal,Wind,Net maximum electrical capacity,Megawatt,4609.95
2013,Portugal,Solar,Net maximum electrical capacity,Megawatt,296.00
2013,Portugal,Solid Biofuels,Net maximum electrical capacity,Megawatt,458.00
2013,Romania,Hydro,Net maximum electrical capacity,Megawatt,6610.00
2013,Romania,Wind,Net maximum electrical capacity,Megawatt,2773.00
2013,Romania,Solar,Net maximum electrical capacity,Megawatt,761.00
2013,Romania,Solid Biofuels,Net maximum electrical capacity,Megawatt,35.00
2013,Slovenia,Hydro,Net maximum electrical capacity,Megawatt,1299.00
2013,Slovenia,Wind,Net maximum electrical capacity,Megawatt,2.00
2013,Slovenia,Solar,Net maximum electrical capacity,Megawatt,187.00
2013,Slovenia,Solid Biofuels,Net maximum electrical capacity,Megawatt,30.00
2013,Slovakia,Hydro,Net maximum electrical capacity,Megawatt,2523.00
2013,Slovakia,Wind,Net maximum electrical capacity,Megawatt,5.00
2013,Slovakia,Solar,Net maximum electrical capacity,Megawatt,533.00
2013,Slovakia,Solid Biofuels,Net maximum electrical capacity,Megawatt,176.00
2013,Finland,Hydro,Net maximum electrical capacity,Megawatt,3108.00
2013,Finland,Wind,Net maximum electrical capacity,Megawatt,447.00
2013,Finland,Solar,Net maximum electrical capacity,Megawatt,9.00
2013,Finland,Solid Biofuels,Net maximum electrical capacity,Megawatt,1751.00
2013,Sweden,Hydro,Net maximum electrical capacity,Megawatt,16494.00
2013,Sweden,Wind,Net maximum electrical capacity,Megawatt,4194.00
2013,Sweden,Solar,Net maximum electrical capacity,Megawatt,43.00
2013,Sweden,Solid Biofuels,Net maximum electrical capacity,Megawatt,3120.00
2013,United Kingdom,Hydro,Net maximum electrical capacity,Megawatt,4453.00
2013,United Kingdom,Wind,Net maximum electrical capacity,Megawatt,11282.27
2013,United Kingdom,Solar,Net maximum electrical capacity,Megawatt,2937.00
2013,United Kingdom,Solid Biofuels,Net maximum electrical capacity,Megawatt,2104.00
2014,European Union - 27 countries (from 2020),Hydro,Net maximum electrical capacity,Megawatt,146206.14
2014,European Union - 27 countries (from 2020),Wind,Net maximum electrical capacity,Megawatt,115630.49
2014,European Union - 27 countries (from 2020),Solar,Net maximum electrical capacity,Megawatt,83616.44
2014,European Union - 27 countries (from 2020),Solid Biofuels,Net maximum electrical capacity,Megawatt,14008.73
2014,Euro area - 19 countries  (from 2015),Hydro,Net maximum electrical capacity,Megawatt,113516.42
2014,Euro area - 19 countries  (from 2015),Wind,Net maximum electrical capacity,Megawatt,96931.09
2014,Euro area - 19 countries  (from 2015),Solar,Net maximum electrical capacity,Megawatt,78413.89
2014,Euro area - 19 countries  (from 2015),Solid Biofuels,Net maximum electrical capacity,Megawatt,7722.37
2014,Belgium,Hydro,Net maximum electrical capacity,Megawatt,1431.00
2014,Belgium,Wind,Net maximum electrical capacity,Megawatt,1944.00
2014,Belgium,Solar,Net maximum electrical capacity,Megawatt,3015.00
2014,Belgium,Solid Biofuels,Net maximum electrical capacity,Megawatt,557.60
2014,Bulgaria,Hydro,Net maximum electrical capacity,Megawatt,3219.00
2014,Bulgaria,Wind,Net maximum electrical capacity,Megawatt,699.00
